input_condition,model,model_name,layer,pooling,spearman_rho_full_canonical,p_value_full_canonical,n_pairs_full_canonical,total_n_pairs,clean_pairs,split_pairs,one_word_split_pairs,both_words_split_pairs,clean_pair_percentage,split_pair_percentage,one_word_split_percentage,both_words_split_percentage,mean_pair_total_subtoken_count,median_pair_total_subtoken_count,mean_pair_max_subtoken_count,mean_pair_avg_subtoken_char_length,full_n_pairs,full_spearman_rho,full_p_value,clean_n_pairs,clean_spearman_rho,clean_p_value,split_n_pairs,split_spearman_rho,split_p_value,one_word_split_n_pairs,one_word_split_spearman_rho,one_word_split_p_value,both_words_split_n_pairs,both_words_split_spearman_rho,both_words_split_p_value,isolated_spearman_rho_same_config,contextual_spearman_rho_same_config,contextual_minus_isolated,mean_word1_context_sentence_count,mean_word2_context_sentence_count,rank_within_input_condition,rank_within_model_and_input,is_best_global,is_best_within_input_condition,is_best_within_model_and_input
contextual,mBERT,bert-base-multilingual-cased,1,last,-0.0086340241968364,0.8472855384431327,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,-0.008634024196836468,0.8472855384431327,12,-0.07692307692307693,0.8121826980280591,488,-0.011539400264111647,0.7992881924687415,86,-0.015821600532848607,0.8850381428689604,402,-0.010437426561433014,0.8347419394043077,0.0319015618830232,-0.0086340241968364,-0.0405355860798596,14.794,14.742,31,9,False,False,False
contextual,mBERT,bert-base-multilingual-cased,1,mean,-0.0410824862245091,0.3592893042788879,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,-0.041082486224509114,0.35928930427888794,12,-0.2377622377622378,0.4568008526399232,488,-0.028590915515828687,0.5286271542189644,86,0.11005221958699649,0.31311083354256897,402,-0.008094510478718956,0.8714698809363681,-0.0231273833940791,-0.0410824862245091,-0.01795510283043,14.794,14.742,33,11,False,False,False
contextual,mBERT,bert-base-multilingual-cased,1,max,-0.1364246092765847,0.00223402318347,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,-0.13642460927658479,0.002234023183470025,12,-0.18181818181818185,0.5717012385276553,488,-0.12752551219405928,0.00478094664657281,86,0.02548458402246301,0.8158283161385937,402,-0.10136427505025158,0.042229306396512886,-0.1193046084799321,-0.1364246092765847,-0.0171200007966526,14.794,14.742,36,12,False,False,False
contextual,mBERT,bert-base-multilingual-cased,7,first,0.2325159706065586,1.452815810448043e-07,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,0.23251597060655863,1.452815810448043e-07,12,0.0,1.0,488,0.2288331023075566,3.220146045544336e-07,86,0.38889966396324943,0.00021515370178676067,402,0.2130095413014828,1.6544008393521114e-05,0.0904396106227888,0.2325159706065586,0.1420763599837698,14.794,14.742,14,2,False,False,False
contextual,mBERT,bert-base-multilingual-cased,7,last,0.244137610712835,3.2150297012396584e-08,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,0.24413761071283505,3.215029701239658e-08,12,0.034965034965034975,0.9140933424107598,488,0.2431864714190524,5.320020929451006e-08,86,0.41238175287349527,7.966808701115537e-05,402,0.22728630679233625,4.159083032395886e-06,0.0732593993112232,0.244137610712835,0.1708782114016118,14.794,14.742,13,1,False,False,True
contextual,mBERT,bert-base-multilingual-cased,7,mean,0.1827466616761326,3.943257494721701e-05,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,0.18274666167613268,3.9432574947217004e-05,12,0.0,1.0,488,0.18801069795960243,2.915424083025049e-05,86,0.4331906997235641,3.099438191470114e-05,402,0.19385278956928312,9.160979366793778e-05,0.0341426829193212,0.1827466616761326,0.1486039787568114,14.794,14.742,17,3,False,False,False
contextual,mBERT,bert-base-multilingual-cased,7,max,0.05044510096871,0.2602161279378081,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,0.05044510096871004,0.2602161279378081,12,0.034965034965034975,0.9140933424107598,488,0.051914719642753376,0.2523481279257013,86,0.2534384262070812,0.018548710357253688,402,0.11063696250612902,0.02654321372996734,-0.0142015956949224,0.05044510096871,0.0646466966636324,14.794,14.742,30,8,False,False,False
contextual,mBERT,bert-base-multilingual-cased,12,first,0.1739303213877771,9.256318626333202e-05,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,0.1739303213877771,9.256318626333202e-05,12,-0.35664335664335667,0.25513775175895725,488,0.17387463233579675,0.00011310368231845852,86,0.23369684703475066,0.030342902612010003,402,0.16250149371984732,0.0010763940107829835,0.1545530279057371,0.1739303213877771,0.01937729348203998,14.794,14.742,19,4,False,False,False
contextual,mBERT,bert-base-multilingual-cased,12,last,0.1714851776714502,0.0001164366678808,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,0.1714851776714502,0.00011643666788085942,12,-0.34965034965034975,0.2652387868927897,488,0.173407147658562,0.0001180834626239973,86,0.28476047239629076,0.007875174176889507,402,0.15330470706978225,0.002053256162885439,0.1251416593329325,0.1714851776714502,0.046343518338517686,14.794,14.742,20,5,False,False,False
contextual,mBERT,bert-base-multilingual-cased,12,mean,0.1140367900488949,0.010714111827036,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,0.11403679004889498,0.01071411182703608,12,-0.3076923076923077,0.3305892594121097,488,0.12084693776538381,0.007527693663003949,86,0.27828070047656883,0.009476506934833751,402,0.1166623187829273,0.019294935541020877,0.0939571368193527,0.1140367900488949,0.020079653229542208,14.794,14.742,25,6,False,False,False
contextual,mBERT,bert-base-multilingual-cased,12,max,-0.0313791598615479,0.4838801013282311,500,500,12,488,86,402,2.4,97.6,17.2,80.4,5.496,5.0,3.258,2.5287520202020204,500,-0.031379159861547906,0.4838801013282311,12,-0.34965034965034975,0.2652387868927897,488,-0.020461010597888907,0.6520713158887583,86,0.18403118995909815,0.0898514686980173,402,0.020327607386208993,0.684492708969814,-0.0055534694350408,-0.0313791598615479,-0.0258256904265071,14.794,14.742,32,10,False,False,False
contextual,XLM-R,xlm-roberta-base,1,first,0.1365909462386466,0.0022061378087488,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.1365909462386466,0.0022061378087488742,93,0.17719641428257288,0.08928464752385148,407,0.08491186923438777,0.08710790576604031,188,0.04278783529614933,0.5598720414447582,219,0.1489801266576972,0.027495943436560172,0.1211717120011311,0.1365909462386466,0.015419234237515497,14.794,14.742,23,6,False,False,False
contextual,XLM-R,xlm-roberta-base,1,last,0.0901979503547008,0.0438051843779379,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.09019795035470081,0.043805184377937935,93,0.0909681410700415,0.38583236289234957,407,0.04311858055284618,0.3856063440133962,188,0.05155722421998556,0.48226151257245764,219,0.042136228004255816,0.5350824928901623,0.0973481776176821,0.0901979503547008,-0.0071502272629812985,14.794,14.742,27,8,False,False,False
contextual,XLM-R,xlm-roberta-base,1,mean,-0.0485178350625061,0.2788909040582798,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,-0.048517835062506114,0.2788909040582798,93,0.17399420434419197,0.09531679402158884,407,-0.02549165364457907,0.6081077429936625,188,0.0074373413249203555,0.9193147190910964,219,0.06166773991909324,0.36375071973011996,-0.0629522351224439,-0.0485178350625061,0.014434400059937798,14.794,14.742,34,11,False,False,False
contextual,XLM-R,xlm-roberta-base,1,max,-0.0886119254962452,0.0476630123886956,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,-0.0886119254962452,0.04766301238869562,93,0.12040010793958887,0.25031664490992483,407,-0.07931907142031226,0.11008776936150275,188,-0.0004869363925240466,0.9947084624376885,219,-0.011946313931580051,0.8604637634939666,-0.0314493332674177,-0.0886119254962452,-0.057162592228827504,14.794,14.742,35,12,False,False,False
contextual,XLM-R,xlm-roberta-base,7,first,0.2478031363765112,1.9657533381329395e-08,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.24780313637651122,1.9657533381329395e-08,93,0.3126670627013948,0.0022780519347358136,407,0.18385281915081111,0.00019184289454438272,188,0.1830409314616463,0.011927871014563676,219,0.21010287050326945,0.0017695109432418591,0.0595745263086316,0.2478031363765112,0.18822861006787958,14.794,14.742,12,1,False,False,True
contextual,XLM-R,xlm-roberta-base,7,last,0.1898227688807879,1.9298846218785708e-05,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.1898227688807879,1.9298846218785708e-05,93,0.2522803997608323,0.01470356689124112,407,0.15094907334283375,0.002262406560063979,188,0.21826447739758034,0.0026202493556669623,219,0.11264495159601426,0.0963625984192336,0.0675863270547924,0.1898227688807879,0.1222364418259955,14.794,14.742,15,2,False,False,False
contextual,XLM-R,xlm-roberta-base,7,mean,0.061881296539447,0.1671041053869647,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.06188129653944703,0.16710410538696477,93,0.2948944243254394,0.004111211823336206,407,0.0849818283482037,0.08684700054087541,188,0.1971013331422382,0.006705208453044883,219,0.15689863276591845,0.020178829481099912,-0.0527572617492219,0.061881296539447,0.1146385582886689,14.794,14.742,29,10,False,False,False
contextual,XLM-R,xlm-roberta-base,7,max,0.0868838211493618,0.0521865559619386,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.0868838211493618,0.05218655596193866,93,0.2733821421752909,0.008014513549600984,407,0.05736057639225505,0.2482551602015393,188,0.1428809204961016,0.05045732598066201,219,0.154228725685743,0.022430848866274136,0.0230310754481631,0.0868838211493618,0.0638527457011987,14.794,14.742,28,9,False,False,False
contextual,XLM-R,xlm-roberta-base,12,first,0.180605554588667,4.869498110126077e-05,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.18060555458866703,4.869498110126077e-05,93,0.22596853488252783,0.029410293862229285,407,0.08246499785384794,0.09663660800903538,188,0.050010271732749016,0.4955173968451789,219,0.09206532617978437,0.1746127836183237,0.1153344686284987,0.180605554588667,0.06527108596016831,14.794,14.742,18,3,False,False,False
contextual,XLM-R,xlm-roberta-base,12,last,0.1419325478186538,0.0014631870317881,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.14193254781865383,0.0014631870317881393,93,0.16329777813976354,0.11781607357873634,407,0.07094452769366363,0.1531046547648917,188,0.10326769285400568,0.15846140506764156,219,0.035098320814829,0.6054392875628247,0.0976150098276563,0.1419325478186538,0.04431753799099751,14.794,14.742,21,4,False,False,False
contextual,XLM-R,xlm-roberta-base,12,mean,0.1141037387509285,0.0106678289105164,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.11410373875092855,0.010667828910516406,93,0.21893710886398518,0.03499211280760205,407,0.08964040841763142,0.07083973020147004,188,0.19809787521930328,0.006427693727598148,219,0.10734185296061637,0.11319289967757336,0.0140730407106438,0.1141037387509285,0.1000306980402847,14.794,14.742,24,7,False,False,False
contextual,XLM-R,xlm-roberta-base,12,max,0.1414897045351091,0.001514668716217,500,500,93,407,188,219,18.6,81.4,37.6,43.8,4.03,4.0,2.438,3.6581626984126983,500,0.14148970453510912,0.0015146687162170434,93,0.18529524361390914,0.0753730167401728,407,0.0664944847527753,0.1806253548273702,188,0.12012185808276632,0.10059119377553201,219,0.11922219368329649,0.07832053803531491,0.1077898167694246,0.1414897045351091,0.033699887765684486,14.794,14.742,22,5,False,False,False
